id out in
10124 42 36
10125 1 1
10126 41 24
10127 41 48
10128 0 1
10129 526 27
10130 0 28
10131 31 141
10132 173 239
10133 0 35
10134 0 15
10135 18 24
10136 162 1222
10137 4 170
10138 207 90
10139 113 153
10140 98 107
10141 147 218
10142 2 15
10143 44 18
10144 17 61
10145 1 49
10146 34 127
10147 37 47
10148 0 22
10149 59 25
10150 0 20
10151 5 21
10152 2 3
10153 0 19
10154 297 60
10155 27 49
10156 14 43
10157 2 28
10158 76 362
10159 136 130
10160 9 21
10161 2 31
10162 175 126
10163 103 46
10164 1 1
10165 153 87
10166 103 162
10167 1 2
10168 128 322
10169 2 31
10170 32 175
10171 19 134
10172 20 59
10173 19 14
10174 16 106
10175 1 50
10176 3 26
10177 36 150
10178 2 76
10179 67 69
10180 572 514
10181 7 55
10182 1 41
10183 10 1214
10184 1 125
10185 9 17
10186 1164 48
10187 0 37
10188 2 4
10189 45 272
10190 133 87
10191 0 47
10192 20 5
10193 1 18
10194 0 56
10195 83 22
10196 16 6
10197 16 193
10198 877 228
10199 45 40
10200 8 9
10201 0 6
10202 7 141
10203 1 6
10204 1 66
10205 21 5
10206 129 31
10207 28 46
10208 49 56
10209 1 21
10210 279 37
10211 1 193
10212 23 48
10213 0 45
10214 28 21
10215 187 123
10216 3 79
10217 11 181
10218 268 259
10219 302 166
10220 122 66
10221 1 13
10222 36 30
10223 0 49
10224 4 99
10225 13 8
10226 1 13
10227 424 240
10228 124 392
10229 0 27
10230 19 10
10231 27 95
10232 10 40
10233 98 94
10234 0 32
10235 412 515
10236 8 66
10237 508 220
10238 190 52
10239 82 9
10240 0 41
10241 820 574
10242 91 88
10243 52 56
10244 1 7
10245 2 4
10246 1 11
10247 158 310
10248 1 101
10249 0 455
10250 1 172
10251 212 131
10252 0 19
10253 62 64
10254 171 91
10255 1 14
10256 992 481
10257 806 112
10258 262 185
10259 317 144
10260 74 89
10261 10 3
10262 10 13
10263 0 3
10264 123 61
10265 61 84
10266 0 40
10267 0 11
10268 3 21
10269 157 147
10270 44 17
10271 1 2
10272 2 5
10273 16 35
10274 0 28
10275 4 50
10276 31 105
10277 0 35
10278 0 24
10279 0 7
10280 5 2
10281 0 43
10282 0 39
10283 7 11
10284 7 209
10285 2 62
10286 140 42
10287 30 101
10288 1 30
10289 144 42
10290 2 112
10291 7 42
10292 6 69
10293 111 21
10294 2 26
10295 641 306
10296 120 105
10297 2 84
10298 18 3
10299 0 24
10300 0 6
10301 366 232
10302 61 60
10303 78 536
10304 2 34
10305 1 7
10306 35 69
10307 22 10
10308 364 138
10309 101 231
10310 12 12
10311 73 684
10312 1 43
10313 41 160
10314 6 32
10315 31 34
10316 119 115
10317 1 31
10318 231 250
10319 1 146
10320 655 669
10321 303 194
10322 125 132
10323 48 62
10324 22 185
10325 81 141
10326 0 41
10327 5 19
10328 408 157
10329 253 16
10330 61 41
10331 77 297
10332 17 10
10333 6 12
10334 2 1
10335 2 8
10336 1 1
10337 5 20
10338 5 17
10339 5 20
10340 5 22
10341 6 42
10342 612 213
10343 3 43
10344 0 13
10345 412 886
10346 4 45
10347 0 126
10348 34 140
10349 8 200
10350 183 140
10351 20 78
10352 24 63
10353 6 62
10354 40 48
10355 10 44
10356 48 60
10357 34 27
10358 55 472
10359 0 33
10360 0 27
10361 0 28
10362 0 41
10363 3 47
10364 4 49
10365 4 39
10366 5 50
10367 0 25
10368 64 7
10369 12 160
10370 1287 4
10371 134 619
10372 57 160
10373 8 10
10374 69 91
10375 15 62
10376 5 21
10377 73 12
10378 6 7
10379 2 15
10380 18 45
10381 13 61
10382 21 61
10383 8 137
10384 2 111
10385 1 1
10386 1 11
10387 0 32
10388 0 12
10389 0 9
10390 5 23
10391 6 3
10392 112 20
10393 1 38
10394 3 11
10395 62 16
10396 320 80
10397 0 208
10398 524 162
10399 2 15
10400 28 83
10401 3 70
10402 0 27
10403 0 10
10404 421 168
10405 3 13
10406 87 477
10407 10 9
10408 14 36
10409 58 226
10410 0 65
10411 2 28
10412 3 23
10413 1 28
10414 0 16
10415 4 68
10416 54 53
10417 18 46
10418 0 26
10419 4 38
10420 0 4
10421 1 14
10422 1 17
10423 248 58
10424 329 47
10425 10 391
10426 3 62
10427 23 89
10428 13 51
10429 0 21
10430 9 15
10431 1 34
10432 0 13
10433 3 14
10434 56 10
10435 49 52
10436 2 24
10437 1 1
10438 6 51
10439 0 14
10440 13 35
10441 6 5
10442 0 39
10443 6 15
10444 0 4
10445 8 73
10446 47 408
10447 9 85
10448 13 48
10449 5 53
10450 332 564
10451 0 16
10452 36 35
10453 26 23
10454 3 111
10455 5 419
10456 0 173
10457 0 109
10458 4 24
10459 278 113
10460 261 179
10461 279 14
10462 18 381
10463 50 104
10464 1 330
10465 1 35
10466 12 18
10467 0 17
10468 30 49
10469 0 20
10470 9 27
10471 5 105
10472 1 10
10473 0 6
10474 4 22
10475 22 73
10476 0 87
10477 24 244
10478 13 6
10479 9 38
10480 166 19
10481 3 128
10482 12 99
10483 3 87
10484 19 133
10485 3 73
10486 3 5
10487 3 75
10488 3 88
10489 15 145
10490 3 102
10491 3 99
10492 83 146
10493 5 426
10494 86 176
10495 3 117
10496 2 90
10497 9 143
10498 2 60
10499 2 45
10500 2 67
10501 0 3
10502 84 133
10503 10 27
10504 51 92
10505 27 86
10506 56 125
10507 48 68
10508 3 8
10509 11 94
10510 18 22
10511 1 5
10512 258 73
10513 210 115
10514 11 30
10515 0 21
10516 12 260
10517 4 151
10518 1 24
10519 17 37
10520 0 20
10521 13 276
10522 0 2
10523 9 12
10524 2 22
10525 2 29
10526 9 54
10527 0 13
10528 470 510
10529 112 22
10530 122 401
10531 3 6
10532 26 71
10533 49 53
10534 2 80
10535 82 66
10536 0 23
10537 1 66
10538 2 72
10539 5 15
10540 0 2
10541 1 24
10542 131 16
10543 1 47
10544 0 35
10545 3 18
10546 10 14
10547 400 47
10548 0 23
10549 0 19
10550 0 6
10551 922 79
10552 53 28
10553 1 2
10554 6 36
10555 2 137
10556 6 21
10557 35 207
10558 2 15
10559 78 84
10560 12 157
10561 268 154
10562 0 38
10563 9 12
10564 6 18
10565 8 17
10566 6 8
10567 114 10
10568 12 51
10569 21 48
10570 5 20
10571 5 15
10572 5 26
10573 0 19
10574 12 148
10575 2 45
10576 227 178
10577 651 25
10578 1389 24
10579 14 42
10580 0 25
10581 0 110
10582 9 12
10583 3 2
10584 1 131
10585 83 24
10586 0 76
10587 117 35
10588 4 84
10589 322 620
10590 7 1
10591 2 80
10592 79 18
10593 0 6
10594 21 81
10595 2 1
10596 6 61
10597 1 14
10598 4 28
10599 176 14
10600 19 105
10601 0 47
10602 18 34
10603 20 52
10604 64 43
10605 0 40
10606 3 102
10607 0 9
10608 0 142
10609 0 44
10610 0 47
10611 0 145
10612 31 49
10613 32 85
10614 6 55
10615 0 52
10616 2 36
10617 49 16
10618 2 159
10619 192 185
10620 152 81
10621 9 145
10622 148 105
10623 18 19
10624 1 14
10625 48 39
10626 1 2
10627 2 60
10628 57 389
10629 23 38
10630 1 195
10631 316 655
10632 395 19
10633 0 26
10634 0 5
10635 2 2
10636 32 14
10637 198 185
10638 3 97
10639 27 112
10640 0 6
10641 3 30
10642 18 44
10643 1 5
10644 0 10
10645 1 14
10646 13 87
10647 0 19
10648 0 38
10649 3 24
10650 0 26
10651 56 126
10652 47 77
10653 0 100
10654 0 16
10655 82 67
10656 5 45
10657 35 30
10658 98 48
10659 59 802
10660 74 240
10661 1 85
10662 172 254
10663 18 15
10664 4 77
10665 163 194
10666 874 915
10667 804 388
10668 38 28
10669 69 49
10670 532 157
10671 298 126
10672 783 579
10673 48 30
10674 599 307
10675 1 130
10676 81 130
10677 5 63
10678 0 2
10679 3 44
10680 1 24
10681 1 21
10682 596 58
10683 0 25
10684 1 12
10685 0 20
10686 295 32
10687 0 8
10688 1 3
10689 0 5
10690 3 35
10691 65 75
10692 27 49
10693 0 15
10694 1 15
10695 1 35
10696 13 64
10697 0 91
10698 18 40
10699 92 88
10700 0 16
10701 140 57
10702 2 69
10703 5 7
10704 6 68
10705 35 9
10706 6 9
10707 13 85
10708 56 46
10709 0 21
10710 2 18
10711 0 31
10712 1 119
10713 275 23
10714 0 54
10715 104 104
10716 0 117
10717 3 40
10718 1383 17
10719 15 63
10720 3 7
10721 0 17
10722 0 28
10723 601 59
10724 798 148
10725 0 4
10726 2 22
10727 0 25
10728 18 21
10729 198 168
10730 1 53
10731 1 34
10732 389 205
10733 1 401
10734 30 120
10735 3 66
10736 26 144
10737 39 49
10738 24 39
10739 38 37
10740 1 13
10741 221 188
10742 23 373
10743 1 43
10744 405 122
10745 3 27
10746 2 79
10747 25 1
10748 0 40
10749 0 29
10750 7 135
10751 1067 53
10752 36 63
10753 2 7
10754 0 10
10755 2 11
10756 9 71
10757 94 46
10758 6 13
10759 136 142
10760 588 408
10761 17 85
10762 1 593
10763 6 33
10764 143 54
10765 5 23
10766 37 154
10767 172 181
10768 0 1
10769 0 49
10770 412 26
10771 3 28
10772 2 15
10773 1 35
10774 7 56
10775 247 30
10776 0 52
10777 71 58
10778 3 6
10779 166 100
10780 32 81
10781 12 38
10782 121 35
10783 31 198
10784 77 10
10785 76 8
10786 19 53
10787 69 157
10788 34 327
10789 154 92
10790 46 25
10791 5 8
10792 4 62
10793 201 134
10794 146 54
10795 1 320
10796 326 243
10797 13 47
10798 10 62
10799 5 25
10800 0 91
10801 54 70
10802 779 55
10803 218 243
10804 102 11
10805 89 73
10806 3 94
10807 1 35
10808 43 35
10809 1 30
10810 7 17
10811 2 16
10812 0 10
10813 146 147
10814 0 25
10815 15 145
10816 40 23
10817 65 43
10818 41 59
10819 10 21
10820 78 45
10821 210 435
10822 14 69
10823 0 20
10824 1 14
10825 187 524
10826 3 258
10827 3 8
10828 53 12
10829 0 7
10830 11 20
10831 0 24
10832 1 57
10833 1 71
10834 0 21
10835 113 111
10836 4592 31
10837 36 46
10838 30 36
10839 36 40
10840 0 1
10841 0 6
10842 2 59
10843 35 37
10844 36 38
10845 36 1
10846 1 38
10847 36 41
10848 36 41
10849 36 47
10850 36 39
10851 35 37
10852 36 47
10853 36 43
10854 36 41
10855 36 41
10856 35 38
10857 36 42
10858 36 43
10859 36 43
10860 36 39
10861 36 38
10862 35 37
10863 36 39
10864 36 40
10865 36 42
10866 36 39
10867 36 46
10868 36 38
10869 0 23
10870 6 103
10871 10 55
10872 36 43
10873 36 38
10874 36 41
10875 36 38
10876 35 38
10877 36 39
10878 36 39
10879 36 38
10880 36 38
10881 229 131
10882 63 216
10883 196 265
10884 541 662
10885 133 73
10886 654 399
10887 8 54
10888 32 20
10889 13 45
10890 0 1
10891 42 220
10892 847 466
10893 447 207
10894 13 71
10895 4 39
10896 0 75
10897 1 3
10898 5 24
10899 1 69
10900 3 7
10901 17 60
10902 130 559
10903 312 30
10904 2 41
10905 4 58
10906 45 29
10907 45 14
10908 76 69
10909 173 241
10910 0 29
10911 15 32
10912 1 8
10913 2 36
10914 1 2
10915 0 30
10916 12 40
10917 27 82
10918 105 94
10919 48 124
10920 6 39
10921 47 209
10922 13 49
10923 16 22
10924 37 26
10925 57 228
10926 0 77
10927 6 45
10928 136 13
10929 15 49
10930 8 54
10931 2 8
10932 0 31
10933 6 106
10934 21 6
10935 2484 273
10936 40 388
10937 7 63
10938 1 30
10939 0 27
10940 76 12
10941 0 33
10942 1 10
10943 0 62
10944 0 26
10945 1 19
10946 26 47
10947 24 72
10948 6 17
10949 24 20
10950 0 12
10951 21 69
10952 114 6
10953 252 422
10954 133 108
10955 0 316
10956 5 161
10957 37 21
10958 0 75
10959 372 114
10960 19 54
10961 98 283
10962 29 61
10963 0 17
10964 1 23
10965 1 35
10966 40 377
10967 17 51
10968 519 446
10969 0 50
10970 2515 68
10971 72 153
10972 15 64
10973 1 96
10974 129 104
10975 246 212
10976 2 30
10977 21 68
10978 0 36
10979 677 144
10980 0 36
10981 1 3
10982 0 8
10983 1 20
10984 13 15
10985 4 6
10986 100 118
10987 6 117
10988 218 26
10989 26 137
10990 281 219
10991 45 62
10992 7 36
10993 233 124
10994 368 779
10995 18 62
10996 35 52
10997 98 68
10998 374 226
10999 63 53
11000 238 9
11001 46 137
11002 96 69
11003 39 54
11004 0 40
11005 70 126
11006 39 113
11007 64 79
11008 16 119
11009 19 187
11010 21 52
11011 13 76
11012 22 153
11013 144 86
11014 0 1
11015 0 85
11016 0 8
11017 1 102
11018 3 14
11019 149 1
11020 4 13
11021 4 14
11022 33 29
11023 10 34
11024 105 23
11025 0 28
11026 871 32
11027 1 7
11028 1829 50
11029 0 12
11030 79 26
11031 6 56
11032 0 4
11033 1 13
11034 1 30
11035 4 20
11036 0 9
11037 0 5
11038 492 76
11039 0 6
11040 91 41
11041 33 19
11042 48 18
11043 170 18
11044 51 49
11045 50 78
11046 48 38
11047 12 30
11048 10 42
11049 11 103
11050 0 18
11051 12 91
11052 19 54
11053 43 76
11054 8 58
11055 27 131
11056 1 9
11057 1 37
11058 226 644
11059 0 43
11060 12 27
11061 2 72
11062 96 52
11063 54 15
11064 96 93
11065 17 121
11066 2 10
11067 25 59
11068 66 24
11069 216 71
11070 358 320
11071 2 15
11072 2 35
11073 2 37
11074 1 50
11075 130 127
11076 574 58
11077 128 44
11078 0 26
11079 1 36
11080 40 102
11081 0 53
11082 4 53
11083 0 89
11084 23 10
11085 90 47
11086 33 12
11087 33 49
11088 150 52
11089 18 51
11090 13 40
11091 18 36
11092 5 32
11093 73 11
11094 912 7
11095 1 12
11096 3 33
11097 9 36
11098 1 35
11099 3 24
11100 0 2
11101 1 1
11102 3 53
11103 1 2
11104 12 65
11105 0 15
11106 1 30
11107 0 35
11108 4 50
11109 0 36
11110 0 79
11111 0 2
11112 7 22
11113 0 31
11114 0 16
11115 1 2
11116 1 30
11117 2 46
11118 174 188
11119 0 56
11120 0 97
11121 0 1
11122 111 38
11123 0 2
11124 128 300
11125 6 73
11126 28 185
11127 0 3
11128 0 51
11129 0 1
11130 179 149
11131 18 34
11132 6 10
11133 44 24
11134 2 7
11135 12 42
11136 1 32
11137 152 114
11138 18 44
11139 6 62
11140 1 33
11141 18 22
11142 189 15
11143 14 4
11144 6 57
11145 7 17
11146 53 22
11147 0 23
11148 87 291
11149 42 58
11150 79 146
11151 34 28
11152 0 32
11153 53 29
11154 0 44
11155 0 11
11156 6 64
11157 13 151
11158 19 52
11159 4 7
11160 1101 160
11161 0 8
11162 423 334
11163 0 5
11164 130 110
11165 192 118
11166 0 24
11167 103 50
11168 105 109
11169 355 181
11170 0 19
11171 100 364
11172 1 80
11173 27 63
11174 56 387
11175 0 15
11176 2 14
11177 107 334
11178 158 144
11179 4 41
11180 3 102
11181 1 26
11182 179 125
11183 76 17
11184 320 105
11185 1 21
11186 2 7
11187 1 17
11188 1 85
11189 26 149
11190 75 268
11191 77 144
11192 0 328
11193 0 18
11194 0 35
11195 1 6
11196 3 35
11197 9 81
11198 18 48
11199 8 16
11200 3 72
11201 86 93
11202 17 54
11203 51 270
11204 1 70
11205 274 183
11206 0 16
11207 3 9
11208 26 37
11209 0 51
11210 0 12
11211 41 67
11212 70 45
11213 3 5
11214 71 235
11215 29 202
11216 0 27
11217 8 34
11218 5 9
11219 388 34
11220 26 39
11221 101 86
11222 130 91
11223 27 25
11224 24 149
11225 3 32
11226 94 37
11227 0 2
11228 0 7
11229 7 21
11230 3 8
11231 22 27
11232 0 20
11233 0 818
11234 3 6
11235 1 8
11236 0 471
11237 0 29
11238 2 101
11239 2 5
11240 33 327
11241 1 1
11242 16 25
11243 1309 1013
11244 142 231
11245 18 57
11246 1 13
11247 0 20
11248 86 133
11249 0 141
11250 280 116
11251 5 23
11252 11 3
11253 149 284
11254 203 31
11255 0 10
11256 509 33
11257 240 26
11258 912 58
11259 0 23
11260 2 18
11261 103 17
11262 0 55
11263 1017 30
11264 91 7
11265 422 41
11266 377 46
11267 157 51
11268 1 51
11269 254 48
11270 0 52
11271 0 37
11272 95 73
11273 437 57
11274 5 113
11275 2 81
11276 2 54
11277 1149 37
11278 3 9
11279 50 269
11280 56 51
11281 35 33
11282 4 69
11283 42 179
11284 15 82
11285 43 128
11286 1 40
11287 1 16
11288 12 51
11289 28 88
11290 4 6
11291 1 18
11292 155 172
11293 37 67
11294 6 13
11295 1 41
11296 2 33
11297 1 51
11298 5 31
11299 203 140
11300 1 17
11301 0 139
11302 170 1
11303 1 11
11304 348 2
11305 135 77
11306 174 5
11307 16 58
11308 17 35
11309 101 20
11310 7 8
11311 0 3
11312 223 126
11313 40 21
11314 363 41
11315 145 31
11316 0 1
11317 196 15
11318 1 17
11319 51 30
11320 2 10
11321 3 3
11322 344 96
11323 188 97
11324 295 206
11325 5 23
11326 118 59
11327 172 7
11328 1 31
11329 4 13
11330 0 15
11331 179 7
11332 2 4
11333 1 23
11334 1 23
11335 0 65
11336 1 3
11337 43 84
11338 55 41
11339 1 16
11340 7 4
11341 2 8
11342 1 1
11343 42 6
11344 459 61
11345 19 30
11346 2 4
11347 0 16
11348 0 20
11349 1 38
11350 49 39
11351 85 98
11352 245 55
11353 1 1
11354 348 102
11355 127 2
11356 53 82
11357 596 83
11358 592 9
11359 3 13
11360 508 3
11361 319 137
11362 123 23
11363 224 5
11364 1046 393
11365 0 17
11366 24 30
11367 2 5
11368 102 15
11369 24 72
11370 17 10
11371 3 13
11372 258 41
11373 0 91
11374 7 19
11375 94 266
11376 59 359
11377 1 1
11378 46 62
11379 3 1
11380 79 14
11381 272 11
11382 182 44
11383 1 2
11384 0 1
11385 90 5
11386 26 30
11387 56 28
11388 0 12
11389 1 10
11390 9 35
11391 4 4
11392 3 120
11393 2 26
11394 35 37
11395 297 35
11396 59 27
11397 0 1
11398 99 1
11399 17 283
11400 2 1
11401 309 34
